2022-04-12 18:03:03.354 | 11412     | INFO  | INIT with 6 workers.
2022-04-12 18:03:03.354 | 11412     | INFO  | WORKER-1 RUN
2022-04-12 18:03:03.355 | 11412     | INFO  | WORKER-2 RUN
2022-04-12 18:03:03.355 | 12476     | INFO  | WORKER-1 START
2022-04-12 18:03:03.355 | 11412     | INFO  | WORKER-3 RUN
2022-04-12 18:03:03.355 | 13184     | INFO  | WORKER-2 START
2022-04-12 18:03:03.356 | 11412     | INFO  | WORKER-4 RUN
2022-04-12 18:03:03.356 | 10204     | INFO  | WORKER-3 START
2022-04-12 18:03:03.356 | 11412     | INFO  | WORKER-5 RUN
2022-04-12 18:03:03.356 | 25204     | INFO  | WORKER-4 START
2022-04-12 18:03:03.356 | 11412     | INFO  | WORKER-6 RUN
2022-04-12 18:03:03.356 | 7372      | INFO  | WORKER-5 START
2022-04-12 18:03:03.358 | 12476     | INFO  |  new_service 16777217
2022-04-12 18:03:03.358 | 7700      | INFO  | WORKER-6 START
2022-04-12 18:03:03.358 | 11412     | INFO  | server::run() state = 2
2022-04-12 18:03:03.365 | 12476     | WARN  | @@@  package.path='G:/ddd/moon_example/server_moon/lualib/?.lua;'..package.path
 (lua_service.cpp:107)
2022-04-12 18:03:03.377 | :01000001 | INFO  | start server	(main.lua:13)
2022-04-12 18:03:03.378 | :01000001 | INFO  | [WORKER 1] new service [bootstrap]
2022-04-12 18:03:03.378 | 13184     | INFO  |  new_service 33554433
2022-04-12 18:03:03.382 | 13184     | WARN  | @@@  package.path='./lualib/?.lua;./wmlualib/?.lua;'..package.path
return {file='service_login.lua',base_name='login',num=1,name='login1',unique=true,} (lua_service.cpp:107)
2022-04-12 18:03:03.393 | 13184     | INFO  | #### start cost ts 490341729
2022-04-12 18:03:03.394 | 13184     | INFO  | #### cost ts  490341729  0
2022-04-12 18:03:03.394 | :02000001 | INFO  | startup_check	(service_login.lua:149)
2022-04-12 18:03:03.394 | :02000001 | INFO  | [WORKER 2] new service [login1]
2022-04-12 18:03:04.894 | :02000001 | INFO  | startup_check	(service_login.lua:149)
2022-04-12 18:03:04.894 | 13184     | INFO  | #### start cost ts 490343230
2022-04-12 18:03:04.894 | 13184     | INFO  | #### cost ts  490343230  0
2022-04-12 18:03:04.895 | :02000001 | INFO  | connect	2	127.0.0.1:20620	(service_login.lua:15)
2022-04-12 18:03:04.895 | 13184     | INFO  | #### start cost ts 490343230
2022-04-12 18:03:04.896 | 13184     | INFO  | #### cost ts  490343230  0
2022-04-12 18:03:04.896 | :02000001 | INFO  | connect	3	127.0.0.1:20621	(service_login.lua:15)
2022-04-12 18:03:10.115 | :02000001 | INFO  | error 	2	{"addr":"127.0.0.1:20620","errcode":10054,"errmsg":"远程主机强迫关闭了一个现有的连接。"}	(service_login.lua:76)
2022-04-12 18:03:10.115 | :02000001 | INFO  | close 	2	127.0.0.1:20620	(service_login.lua:72)
2022-04-12 18:03:10.115 | :02000001 | INFO  | error 	3	{"addr":"127.0.0.1:20621","errcode":10054,"errmsg":"远程主机强迫关闭了一个现有的连接。"}	(service_login.lua:76)
2022-04-12 18:03:10.115 | :02000001 | INFO  | close 	3	127.0.0.1:20621	(service_login.lua:72)
2022-04-12 18:04:52.382 | 11412     | WARN  | Received signal code 100 (server.cpp:62)
2022-04-12 18:04:52.382 | :02000001 | INFO  | [WORKER 2] destroy service [login1] 
2022-04-12 18:04:52.382 | :01000001 | INFO  | [WORKER 1] destroy service [bootstrap] 
2022-04-12 18:04:52.384 | 7700      | INFO  | WORKER-6 STOP
2022-04-12 18:04:52.384 | 7372      | INFO  | WORKER-5 STOP
2022-04-12 18:04:52.384 | 25204     | INFO  | WORKER-4 STOP
2022-04-12 18:04:52.385 | 10204     | INFO  | WORKER-3 STOP
2022-04-12 18:04:52.385 | 13184     | INFO  | WORKER-2 STOP
2022-04-12 18:04:52.385 | 12476     | INFO  | WORKER-1 STOP
2022-04-12 18:04:52.385 | 11412     | INFO  | STOP
