2022-04-01 14:38:35.431 | 24464     | INFO  | INIT with 6 workers.
2022-04-01 14:38:35.431 | 24464     | INFO  | WORKER-1 RUN
2022-04-01 14:38:35.433 | 24464     | INFO  | WORKER-2 RUN
2022-04-01 14:38:35.433 | 21184     | INFO  | WORKER-1 START
2022-04-01 14:38:35.433 | 24464     | INFO  | WORKER-3 RUN
2022-04-01 14:38:35.433 | 14956     | INFO  | WORKER-2 START
2022-04-01 14:38:35.433 | 24464     | INFO  | WORKER-4 RUN
2022-04-01 14:38:35.433 | 21388     | INFO  | WORKER-3 START
2022-04-01 14:38:35.433 | 24464     | INFO  | WORKER-5 RUN
2022-04-01 14:38:35.433 | 23924     | INFO  | WORKER-4 START
2022-04-01 14:38:35.433 | 24464     | INFO  | WORKER-6 RUN
2022-04-01 14:38:35.434 | 26108     | INFO  | WORKER-5 START
2022-04-01 14:38:35.434 | 21184     | INFO  |  new_service 16777217
2022-04-01 14:38:35.434 | 23816     | INFO  | WORKER-6 START
2022-04-01 14:38:35.436 | 24464     | INFO  | server::run() state = 2
2022-04-01 14:38:35.448 | :01000001 | INFO  | start server	(main.lua:14)
2022-04-01 14:38:35.448 | :01000001 | INFO  | G:/ddd/moon_example/server_moon/lualib/?.lua;G:\ddd\moon_example\server_moon\lua\?.lua;G:\ddd\moon_example\server_moon\lua\?\init.lua;G:\ddd\moon_example\server_moon\?.lua;G:\ddd\moon_example\server_moon\?\init.lua;G:\ddd\moon_example\server_moon\..\share\lua\5.4\?.lua;G:\ddd\moon_example\server_moon\..\share\lua\5.4\?\init.lua;.\?.lua;.\?\init.lua	(main.lua:16)
