2022-04-15 14:49:47.442 | 8368      | INFO  | INIT with 6 workers.
2022-04-15 14:49:47.442 | 8368      | INFO  | WORKER-1 RUN
2022-04-15 14:49:47.443 | 8368      | INFO  | WORKER-2 RUN
2022-04-15 14:49:47.443 | 8368      | INFO  | WORKER-3 RUN
2022-04-15 14:49:47.443 | 7796      | INFO  | WORKER-1 START
2022-04-15 14:49:47.443 | 23480     | INFO  | WORKER-2 START
2022-04-15 14:49:47.444 | 8368      | INFO  | WORKER-4 RUN
2022-04-15 14:49:47.444 | 13588     | INFO  | WORKER-3 START
2022-04-15 14:49:47.444 | 8368      | INFO  | WORKER-5 RUN
2022-04-15 14:49:47.444 | 8436      | INFO  | WORKER-4 START
2022-04-15 14:49:47.444 | 8368      | INFO  | WORKER-6 RUN
2022-04-15 14:49:47.444 | 9632      | INFO  | WORKER-5 START
2022-04-15 14:49:47.445 | 7796      | INFO  |  new_service 16777217
2022-04-15 14:49:47.445 | 8368      | INFO  | server::run() state = 2
2022-04-15 14:49:47.445 | 8916      | INFO  | WORKER-6 START
2022-04-15 14:49:47.453 | :01000001 | INFO  | start server	(main.lua:13)
2022-04-15 14:49:47.453 | 23480     | INFO  |  new_service 33554433
2022-04-15 14:49:47.453 | :01000001 | INFO  | [WORKER 1] new service [bootstrap]
2022-04-15 14:49:47.460 | :02000001 | INFO  | startup_check	(service_login.lua:149)
2022-04-15 14:49:47.460 | :02000001 | INFO  | [WORKER 2] new service [login1]
2022-04-15 14:49:48.960 | :02000001 | INFO  | startup_check	(service_login.lua:149)
2022-04-15 14:49:48.960 | :02000001 | INFO  | connect	2	127.0.0.1:20620	(service_login.lua:15)
2022-04-15 14:49:48.961 | :02000001 | INFO  | connect	3	127.0.0.1:20621	(service_login.lua:15)
2022-04-15 14:49:51.663 | :02000001 | INFO  | receive msg cmd = 	login	2	8	(service_login.lua:30)
2022-04-15 14:50:03.690 | :02000001 | INFO  | close 	3	127.0.0.1:20621	(service_login.lua:72)
2022-04-15 14:50:03.691 | :02000001 | INFO  | close 	2	127.0.0.1:20620	(service_login.lua:72)
2022-04-15 14:50:04.882 | 8368      | WARN  | Received signal code 100 (server.cpp:62)
2022-04-15 14:50:04.882 | :01000001 | INFO  | [WORKER 1] destroy service [bootstrap] 
2022-04-15 14:50:04.882 | :02000001 | INFO  | [WORKER 2] destroy service [login1] 
2022-04-15 14:50:04.884 | 8916      | INFO  | WORKER-6 STOP
2022-04-15 14:50:04.884 | 9632      | INFO  | WORKER-5 STOP
2022-04-15 14:50:04.884 | 8436      | INFO  | WORKER-4 STOP
2022-04-15 14:50:04.884 | 13588     | INFO  | WORKER-3 STOP
2022-04-15 14:50:04.884 | 23480     | INFO  | WORKER-2 STOP
2022-04-15 14:50:04.885 | 7796      | INFO  | WORKER-1 STOP
2022-04-15 14:50:04.885 | 8368      | INFO  | STOP
